NAF,Code_NAF,Nom,Adresse_etablissement,Code_Postal,CoordonneesLambertAbscisse,coordonneesLambertOrdonnee,gps_lon,gps_lat
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LUMINA MENUISERIE,PARC D'ARIANE 3 151 IMPASSE DE LA BALME 69800 SAINT-PRIEST,69800,854517.1249119571,6513704.046978123,"4,986106","45,705421"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,BATI DIFFUSION, 94 RUE AMBROISE PARE 69800 SAINT-PRIEST,69800,853874.7161375412,6514076.27577312,"4,977972","45,708917"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONTAGNY, 157 ROUTE DE GRENOBLE 69800 SAINT-PRIEST,69800,853595.9934158893,6514335.571659103,"4,974474","45,711314"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARPA FRANCE, 6 ALLEE IRENE JOLIOT CURIE 69800 SAINT-PRIEST,69800,850422.8670478264,6514837.557985274,"4,933858","45,71654"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LIEVEL DEVELOPPEMENT, 13 RUE JEAN ZAY 69800 SAINT-PRIEST,69800,848660.4985630678,6513742.455812511,"4,910869","45,707068"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,USIDIS, 20 IMPASSE DE LA BALME 69800 SAINT-PRIEST,69800,854613.4985014364,6513700.251448203,"4,987343","45,705365"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,L&L SERVICES, 1 IMPASSE DU BACO 69800 SAINT-PRIEST,69800,848038.3017516856,6512652.694779112,"4,902537","45,697393"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PBM DISTRIBUTION,BATIMENT CEDRE 2 97 ALLEE ALEXANDRE BORODINE 69800 SAINT-PRIEST,69800,850450.7631369395,6514254.714704251,"4,934033","45,711287"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION MATERIAUX BOIS PANNEAUX - D.M.B.P.,PARC D'ACTIVITES CHAMP DOLIN  RUE CHAMP DOLIN 69800 SAINT-PRIEST,69800,852935.5304678259,6514178.454370315,"4,965937","45,710048"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SHOWROOM BEAULIEU, 122 ROUTE DE GRENOBLE 69800 SAINT-PRIEST,69800,853889.52,6514221.5,"4,978209","45,710221"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION AMENAGEMENT ET ISOLATION,ZAC DU CHAMPS DOLIN 10 RUE AIME COTTON 69800 SAINT-PRIEST,69800,852732.3656815354,6513929.787943881,"4,963247","45,707855"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LITT DIFFUSION SA, 63 CHEMIN DE GENAS 69800 SAINT-PRIEST,69800,852224.7893627677,6514503.71668864,"4,956908","45,713135"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,GIRARDON MATERIAUX, 10 ALLEE IRENE JOLIOT CURIE 69800 SAINT-PRIEST,69800,850453.009699089,6514960.267145102,"4,934284","45,717638"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMSE, 31 RUE CHAMP DOLIN 69800 SAINT-PRIEST,69800,852858.6401623297,6514009.578503273,"4,964895","45,708545"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,DISTRIBUTION MATERIAUX BOIS PANNEAUX - D.M.B.P.,PARC D'ACTIVITES-BAT C  RUE CHAMP DOLIN 69800 SAINT-PRIEST,69800,852935.5304678259,6514178.454370315,"4,965937","45,710048"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,XSTONE FRANCE, 181 RUE DES VERNAILLES 69830 SAINT-GEORGES-DE-RENEINS,69830,832995.6116377052,6552231.256820048,"4,720358","46,056808"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,NATURAMAT, 181 RUE DES VERNAILLES 69830 SAINT-GEORGES-DE-RENEINS,69830,832995.6116377052,6552231.256820048,"4,720358","46,056808"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,MONTS RENOV,ETAGE 0 1 RUE DES ABATTOIRS 69850 SAINT-MARTIN-EN-HAUT,69850,821439.9844278393,6507860.201915702,"4,559587","45,659498"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PHV MAT,ZA DU PETIT PONT 873 AVENUE DES HAUTS DU LYONNAIS 69850 SAINT-MARTIN-EN-HAUT,69850,820964.2430381962,6507599.353248882,"4,553413","45,657234"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ECONERGIE SERVICES, 551 CHEMIN DES BROSSES 69870 POULE-LES-ECHARMEAUX,69870,814069.6911550625,6560104.717583959,"4,47751","46,131144"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,COFORET, 1227 RUE CENTRALE 69870 LAMURE-SUR-AZERGUES,69870,815286.8929148607,6551926.61167605,"4,491272","46,057308"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PHV MAT,ZA DE LA GRANGE THIVAL 61 RUE DU RUISSEAU 69930 SAINT-LAURENT-DE-CHAMOUSSET,69930,813454.5259871925,6516195.523011691,"4,459036","45,735917"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,FEMAT LYON EST, 28 RUE LOUIS PRADEL 69960 CORBAS,69960,848967.467797325,6510116.89247141,"4,913684","45,674363"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SOCIETE MODERNE D'ISOLATION, 33 ROUTE DE LYON 69960 CORBAS,69960,847427.8008056072,6510907.001710115,"4,894156","45,68181"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,PLATTARD NEGOCE, 2 RUE LOUIS PRADEL 69960 CORBAS,69960,848778.795902707,6509974.68886145,"4,911217","45,673124"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ROOFMART CENTRE EST,ZAC DES CORBEGES  RUE DE LA VANOISE 69960 CORBAS,69960,850254.0523256413,6511045.777886412,"4,930497","45,682443"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,LYONNAISE DES SOLS, 15 RUE DES MARRONNIERS 69960 CORBAS,69960,847487.4292794624,6508928.148016395,"4,894312","45,663983"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SARL  ROLLAND EMBALLAGES, 12 AVENUE DE MONTMARTIN 69960 CORBAS,69960,849605.4849551471,6509944.325379466,"4,921823","45,67267"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,STAR PORTES, 18 RUE DE L'AGRICULTURE 69960 CORBAS,69960,848160.4951564086,6509627.833389428,"4,90317","45,670136"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,ARTICOP, 19 AVENUE DE MONTMARTIN 69960 CORBAS,69960,849634.0629997514,6510520.104899893,"4,92237","45,677847"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,SAMSE, 2 AVENUE GABRIEL PERI 69960 CORBAS,69960,849775.5187804278,6511010.211733674,"4,92434","45,682228"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,CPI, 2 CLOS DE LA TOUR 69970 CHAPONNAY,69970,850407.7916877274,6505294.121568043,"4,930665","45,630632"
46.73A,Commerce de gros (commerce interentreprises) de bois et de materiaux de construction,S.G.DIFFUSION, 3 ALLEE BARTHELEMY THIMONNIER 69970 CHAPONNAY,69970,850162.0652077678,6507693.437957084,"4,928264","45,652285"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES INDUSTRIE ET BATIMENT, 14 QUAI ANDRE LASSAGNE 69001 LYON,69001,842809.9889468427,6520620.512569978,"4,837752","45,770237"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LPO MED, 4 RUE DE LA REPUBLIQUE 69001 LYON,69001,842672.7025733468,6520239.532538083,"4,835872","45,766836"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SOLMUR DISTRIBUTION,13/14 13 QUAI ANDRE LASSAGNE 69001 LYON,69001,842809.9976885028,6520640.174085095,"4,837758","45,770414"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION,DU 19 AU 21 19 COURS DE LA LIBERTE 69003 LYON,69003,843207.1784343668,6519433.428286566,"4,842505","45,759467"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ADAPTA COLOR FRANCE, 96 BOULEVARD MARIUS VIVIER-MERLE 69003 LYON,69003,844513.1798166257,6518859.4296478275,"4,859128","45,754024"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,EUROCER, 27 RUE MAURICE FLANDIN 69003 LYON,69003,844826.44,6519608.73,"4,863384","45,760703"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,KEY EAST FRANCE, 62 RUE DE BONNEL 69003 LYON,69003,843730.4404804292,6519706.148214384,"4,849317","45,761812"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SUN WATER FRANCE,BUREAU 6 - 20 EME ETAGE 129 RUE SERVIENT 69003 LYON,69003,844088.9707284017,6519612.251075809,"4,8539","45,760891"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN, 17 QUAI JOSEPH GILLET 69004 LYON,69004,840846.8143166831,6520925.918902464,"4,812588","45,773395"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PMVA, 33 COURS FRANKLIN ROOSEVELT 69006 LYON,69006,843593.5021467323,6520520.944062462,"4,847801","45,769176"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,BERNARD CERAMICS, 7 PLACE MARECHAL LYAUTEY 69006 LYON,69006,843185.8109444297,6520538.852502574,"4,842562","45,769423"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION,37 ET 39 RUE DE GERLAND 69007 LYON,69007,843115.1335621142,6517298.523998123,"4,840681","45,740267"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LUDOVIC PERTOSA DESIGN, 39 RUE DE MARSEILLE 69007 LYON,69007,842974.0887686491,6518391.607104907,"4,839195","45,750137"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,IC PRO DISTRIBUTION,99 A 103 99 RUE DE GERLAND 69007 LYON,69007,843050.914050948,6516723.293057037,"4,839683","45,735102"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRE EST PEINTURES DISTRIBUTION, 15 BOULEVARD YVES FARGE 69007 LYON,69007,842660.7594579196,6517682.839785516,"4,834954","45,743822"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN, 17 RUE DE GERLAND 69007 LYON,69007,843124.8520929344,6517358.734408182,"4,840824","45,740807"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,MY GROUP,APP 16 5 AVENUE JEAN MERMOZ 69008 LYON,69008,845460.9228545896,6516916.889697925,"4,870724","45,736335"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS, 65 RUE DU BOURBONNAIS 69009 LYON,69009,839676.7889004188,6520919.384292308,"4,797534","45,773577"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES VALBERT, 99 AVENUE SIDOINE APOLLINAIRE 69009 LYON,69009,839711.7459585334,6520282.028214813,"4,797797","45,767832"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,WATERBOSS EUROPE, 24 AVENUE JOANNES MASSET 69009 LYON,69009,839901.777246777,6520621.374708257,"4,800341","45,770848"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ASSISTANCE CONSTRUCTION SERVICES,PARC ACTIVITE GORGE DU LOUP 24 AVENUE JOANNES MASSET 69009 LYON,69009,839901.777246777,6520621.374708257,"4,800341","45,770848"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION, 200 RUE LEON BLUM 69100 VILLEURBANNE,69100,848672.1675558408,6519928.870567029,"4,912945","45,762757"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PRO DOUCHE, 30 RUE DE LA BAISSE 69100 VILLEURBANNE,69100,847140.9864286276,6519879.963139747,"4,893236","45,762649"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION,157-159 159 RUE ALEXIS PERRONCEL 69100 VILLEURBANNE,69100,846496.9166921364,6521383.93706878,"4,885414","45,776327"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRE EST PEINTURES DISTRIBUTION, 76 RUE DE VERDUN 69100 VILLEURBANNE,69100,847500.1112171159,6521797.211567543,"4,898448","45,779831"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES INDUSTRIE ET BATIMENT, 55 AVENUE PAUL KRUGER 69100 VILLEURBANNE,69100,847526.522716414,6519088.535050178,"4,89795","45,755441"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ECO ASSISTANCES, 237 RUE FRANCIS DE PRESSENSE 69100 VILLEURBANNE,69100,846948.1,6520671.58,"4,890999","45,769817"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DKO INTERRUPTEUR,CENTRE D'AFFAIRES AG.SEF 92 RUE HIPPOLYTE KAHN 69100 VILLEURBANNE,69100,845778.0429182533,6520286.093251943,"4,87583","45,766598"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS, 79 RUE MAGENTA 69100 VILLEURBANNE,69100,845448.4492473989,6520218.953032967,"4,87157","45,766064"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN, 51 AVENUE LEFEVRE 69120 VAULX-EN-VELIN,69120,848474.6519210868,6521510.579398813,"4,910897","45,777039"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES MAESTRIA, 5 RUE DES ALPES 69120 VAULX-EN-VELIN,69120,850449.1545775635,6521979.254302434,"4,936447","45,780825"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LMS SA, 10 RUE FULGENCIO GIMENEZ 69120 VAULX-EN-VELIN,69120,849346.8414978927,6518732.332231926,"4,921248","45,751838"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DESTOCKPRO,SUPERMARCHE AUX PUCES  RUE TITA COIS 69120 VAULX-EN-VELIN,69120,848014.8321986404,6520852.296813267,"4,904777","45,771213"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ALPES COULEUR DECORATION,ZI LA RIZE 7 RUE LEONARD DE VINCI 69120 VAULX-EN-VELIN,69120,850081.7404114631,6521782.743451515,"4,931658","45,779137"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SOCIETE BAT'X SARL,BP 22 10 RUE PIERRE MENDES FRANCE 69120 VAULX-EN-VELIN,69120,850320.75236441,6521503.5544911865,"4,934645","45,776571"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COMPTOIR DES PEINTURES DU RHONE, 33 RUE ERNEST RENAN 69120 VAULX-EN-VELIN,69120,848123.3031278765,6522396.192955036,"4,906652","45,785088"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,URBATEC, 38 AVENUE DU 8 MAI 1945 69120 VAULX-EN-VELIN,69120,848076.775362666,6522768.5306526795,"4,906169","45,78845"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AB COLOR DECAPAGE, 48 RUE ALEXANDRE DUMAS 69120 VAULX-EN-VELIN,69120,849708.3382535224,6518921.762703781,"4,925956","45,753464"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PAINTER LAB, 105 AVENUE PAUL MARCELLIN 69120 VAULX-EN-VELIN,69120,850037.5986040557,6521614.037879829,"4,931037","45,777628"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DECASTONE, 158 AVENUE FRANKLIN ROOSEVELT 69120 VAULX-EN-VELIN,69120,850405.4201665863,6518981.464402259,"4,934939","45,753848"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,THEODORE MAISON DE PEINTURE, 10 RUE JACQUES TATI 69120 VAULX-EN-VELIN,69120,850050.8345750303,6518672.523717263,"4,930282","45,751145"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRALE DES REVETEMENTS, 169 CHEMIN DU GROSSAND 69126 BRINDAS,69126,833145.4604892164,6514998.038192942,"4,711856","45,721576"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,QRIX, 8 CHEMIN DES HAUTES BRUYERES 69130 ECULLY,69130,837025.1523730194,6521236.362367769,"4,763512","45,776969"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS,217-219 217 AVENUE FRANKLIN ROOSEVELT 69150 DECINES-CHARPIEU,69150,850290.8415462904,6518182.627932713,"4,933214","45,746682"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES VALBERT, 8 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850763.5945057697,6519510.017270764,"4,939712","45,758527"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,INTER VERNIS SERVICES,PARC D'ACTIVITE 31 RUE WILSON 69150 DECINES-CHARPIEU,69150,851054.4392959839,6520307.53620067,"4,943705","45,765642"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ANG PEINTURE, 31 RUE WILSON 69150 DECINES-CHARPIEU,69150,851054.4392959839,6520307.53620067,"4,943705","45,765642"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,EUROPEINT DISTRIBUTION, 61 AVENUE DES BRUYERES 69150 DECINES-CHARPIEU,69150,850989.4164366152,6519379.71356359,"4,942575","45,757304"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SM NEGOCE, 24 RUE PAUL ET MARC BARBEZAT 69150 DECINES-CHARPIEU,69150,850778.0811287519,6519724.210612293,"4,939966","45,760452"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LYON RENOVATEUR, 23 AVENUE GENERAL BROSSET 69160 TASSIN-LA-DEMI-LUNE,69160,838237.6976813887,6519110.301277539,"4,778496","45,757584"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ZOLPAN, 178 AVENUE FRANCIS DE PRESSENSE 69200 VENISSIEUX,69200,845611.9286078908,6514570.301939999,"4,87195","45,715178"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DAVEY WATER PRODUCTS, 7 RUE EUGENE HENAFF 69200 VENISSIEUX,69200,847779.9051894159,6511524.974821482,"4,898869","45,687297"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CERAMIKA DRIVE OUEST, 13 RUE DE L’AQUEDUC 69210 LENTILLY,69210,830919.1601628588,6525634.798928246,"4,686161","45,817768"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DJ CONCEPT, 62 ALLEE DES MAGNOLIAS 69250 MONTANAY,69250,844174.699264937,6532735.518114643,"4,858977","45,879014"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PROFILTEK FRANCE,CHEZ IN EXTENSO RHONE-ALPES - BP 33 24 CHEMIN DES VERRIERES 69260 CHARBONNIERES-LES-BAINS,69260,835381.9495447548,6522507.818445303,"4,742732","45,788744"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LA MAISON DU CCS, 23 RUE DE LA LIBERATION 69270 FONTAINES-SUR-SAONE,69270,844588.8375048517,6527566.782075767,"4,862743","45,832395"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,SEL - O - PUR, 15 AVENUE DAMICHON 69290 CRAPONNE,69290,833873.5810388628,6518006.738309531,"4,722058","45,74852"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ARTE DEL BAGNO, 20 RUE DES AQUEDUCS 69290 CRAPONNE,69290,835227.6827905688,6518078.6330359075,"4,739491","45,7489"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ESPACE CERAMIC ET DECO, 98 AVENUE GENERAL LECLERC 69300 CALUIRE-ET-CUIRE,69300,845057.2484564995,6524710.501741073,"4,867905","45,806582"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES MAESTRIA,CA DU CHATEAU DE L ILE 8 RUE LOUISE MICHEL 69320 FEYZIN,69320,844253.1894447139,6510204.930156651,"4,853172","45,676168"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LYON NEGOCE CARRELAGE, 51 ROUTE DE LYON 69330 JONS,69330,861746.3186940355,6524469.113121909,"5,082634","45,80065"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,DECO DESIGN CARRELAGE, 2 ROUTE NATIONALE 69330 PUSIGNAN,69330,859146.7381300977,6519885.464682212,"5,047647","45,760001"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,S2C, 6 ALLEE JOANNES COURVOISY 69330 MEYZIEU,69330,855556.0656913265,6521084.5404317025,"5,001859","45,771624"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AQUA NOUVELLES ENERGIES (A.N.R), 129 RUE DE LA REPUBLIQUE 69330 MEYZIEU,69330,856192.8311196631,6520406.539033476,"5,009828","45,765375"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,VELTECHS, 4 ALLEE DES SAPINS 69340 FRANCHEVILLE,69340,837017.9673792517,6517787.436355354,"4,762429","45,745921"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,RECHERCHE GESTION DEVELOPPEMENTS, 15 RUE MAURICE PETIT 69360 SEREZIN-DU-RHONE,69360,842063.498384074,6505145.154400376,"4,823551","45,631077"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,B.A.T BATIMENT, 92 AVENUE DU DAUPHINE 69360 SEREZIN-DU-RHONE,69360,843030.0112136164,6504921.064149936,"4,835886","45,628858"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,ACANTHE, 16 ALLEE DE CHANTEVENT 69370 SAINT-DIDIER-AU-MONT-D'OR,69370,840464.5658086591,6523554.189508088,"4,808445","45,797135"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CA IMMOBILIER, 76 ROUTE DE FLEURIEUX 69380 CHATILLON,69380,829518.0251013607,6529845.889018,"4,669267","45,855948"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,BARAKA, 263 RUE DU PESSELIN 69380 CHASSELAY,69380,837626.6799516021,6532181.62117258,"4,774416","45,875384"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LA CULTURA DELLE MATERIA,LIEUDIT LA CHICOTIERE 565 ROUTE NATIONALE 6 69380 DOMMARTIN,69380,834480.4612233095,6529017.773785224,"4,73297","45,84753"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PREVALECO,MR CASSABOIS 248 ALLEE DU BOURG DES VERCHERES 69380 DOMMARTIN,69380,832949.9046328989,6527637.231905468,"4,712867","45,835402"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,WATER EXCEPTION, 10 CHEMIN DES ECLAPONS 69390 VOURLES,69390,837137.7764128053,6507660.824828668,"4,761065","45,654731"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PPG DISTRIBUTION, 157 IMPASSE DE CHAVANNE 69400 ARNAS,69400,833392.3656529055,6547732.300506403,"4,724218","46,016227"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,AKZO NOBEL DISTRIBUTION, 540 RUE BENOIT MULSANT 69400 VILLEFRANCHE-SUR-SAONE,69400,834516.2843622897,6545545.84480088,"4,738119","45,996321"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,COULEURS DE TOLLENS,ZI NORD ANGLE DE L'AVENUE E. HERRIOT  RUE PAUL CLAUDEL 69400 VILLEFRANCHE-SUR-SAONE,69400,833415.7786332668,6543841.3456877535,"4,723423","45,981193"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CENTRE EST PEINTURES DISTRIBUTION, 594 BOULEVARD ALBERT CAMUS 69400 VILLEFRANCHE-SUR-SAONE,69400,833619.8892097772,6543661.417079862,"4,726008","45,979533"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,PEINTURES VALBERT,CELLULE1 369 RUE BENOIT MULSANT 69400 VILLEFRANCHE-SUR-SAONE,69400,834462.2184898609,6545691.387806027,"4,737462","45,997642"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,LE COMPTOIR DECO, 193 CHEMIN DE LA CROIX DE FER 69400 LIMAS,69400,833184.4480615585,6542776.184320853,"4,720136","45,971649"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,EAU CONCEPT DEVELOPPEMENT,PARC D'ACTIVITE D'EPINAY 155 ALLEE DES CAILLOTIERES 69400 GLEIZE,69400,832331.7679169786,6546549.369491456,"4,710182","46,005785"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,E.R.M, 148 IMPASSE DE CHAVANNE 69400 ARNAS,69400,833365.0291857354,6547768.581080523,"4,723875","46,016559"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,TASSO DESIGN DISTRICT, 109 AVENUE DE LANESSAN 69410 CHAMPAGNE-AU-MONT-D'OR,69410,838962.72,6523620.05,"4,789135","45,798036"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,HYDEWA FRANCE, 5 ROUTE DE SAINT SORLIN 69440 MORNANT,69440,829943.77,6503689.75,"4,6676341","45,620387"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,CHUGOKU PAINTS B.V, 1 RUE DES GASSES 69450 SAINT-CYR-AU-MONT-D'OR,69450,840703.6361920582,6526130.390911024,"4,812283","45,820278"
46.73B,Commerce de gros (commerce interentreprises) d'appareils sanitaires et de produits de decoration,RHONE PIERRES,10 ZAC ST ROMAIN  AVENUE DE LOSSBURG 69480 ANSE,69480,833045.7550759851,6539777.428103148,"4,717503","45,944679"
